128,187,10
68,177,23
118,143,12
70,104,7
60,85,8
187,196,21
193,86,15
46,56,21
108,179,14
195,105,14
197,65,15
175,145,15
17,128,14
140,167,15
36,201,8
197,200,14
159,217,5
119,27,18
118,147,6
194,144,25
45,171,13
56,194,12
167,115,10
120,172,24
97,180,19
149,95,24
48,160,25
116,48,24
76,65,23
203,109,21
24,174,20
46,98,22
116,19,17
102,199,17
85,89,21
69,70,20
32,123,24
30,176,18
28,45,8
118,52,24
133,61,12
88,36,18
137,55,6
61,68,6
108,34,5
13,95,6
90,174,18
62,107,9
178,8,7
71,131,23
29,189,6
162,146,23
187,212,7
137,193,17
137,86,13
81,92,5
40,57,8
36,168,23
188,68,16
97,120,5
84,33,15
35,216,6
186,50,11
152,164,11
199,77,19
50,71,22
32,209,9
92,96,7
193,85,19
126,68,16
101,199,23
61,172,20
180,201,8
157,188,8
33,66,7
194,49,24
104,79,15
152,170,22
159,128,25
167,211,9
190,81,10
24,160,20
145,134,18
184,193,17
53,116,10
184,45,16
99,179,20
142,134,10
58,142,25
85,112,12
77,120,23
190,42,21
109,25,11
205,157,19
47,72,24
53,43,14
200,143,24
170,56,19
58,187,5
190,184,16
34,125,19
47,87,18
132,183,25
153,21,5
48,97,10
105,84,17
42,161,21
35,32,14
80,179,19
30,133,17
192,183,17
96,19,14
199,143,16
131,145,20
6,70,5
159,7,5
94,73,14
55,75,7
163,202,9
19,106,6
91,199,24
39,48,10
49,198,5
83,51,10
67,47,13
76,137,9
140,70,11
203,117,13
193,139,7
41,115,25
139,190,11
191,54,9
147,31,10
124,196,6
25,57,22
112,209,15
91,103,5
149,201,16
88,199,24
45,56,19
65,72,14
117,142,6
29,216,5
146,191,19
75,36,21
102,168,20
110,74,9
75,90,8
162,200,22
50,209,5
23,96,18
59,54,16
142,144,5
43,34,22
196,189,15
165,141,22
34,102,24
49,100,6
41,149,17
85,159,23
94,157,9
63,101,14
100,61,25
194,86,12
157,199,5
69,178,15
90,144,13
94,76,10
123,64,17
171,146,12
44,35,22
127,49,8
211,129,6
150,165,10
154,169,10
86,203,8
12,18,6
107,124,14
61,178,8
118,25,23
63,50,22
165,17,12
163,189,11
43,50,19
182,133,25
175,123,19
122,40,14
98,168,20
149,75,20
156,52,9
191,66,21
88,170,15
116,152,20
182,43,22
152,20,5
130,102,19
45,134,14
149,178,11
51,81,5
70,50,17
83,150,14
105,37,15
104,32,19
137,63,19
117,85,22
124,35,12
141,197,12
89,117,7
31,200,24
123,67,17
52,102,14
108,180,25
79,120,8
92,94,11
159,42,14
178,169,7
132,120,7
42,27,20
109,117,22
141,59,24
169,154,10
39,89,13
177,150,16
196,135,13
94,72,15
26,192,17
87,68,24
57,115,20
77,87,14
26,159,18
114,188,18
198,44,13
154,83,15
62,128,8
35,21,6
96,147,24
170,201,7
116,66,9
158,173,22
155,191,15
161,65,15
40,100,23
97,153,23
122,180,20
183,24,10
110,115,16
124,164,22
31,72,25
88,180,18
171,153,21
128,142,13
207,60,6
53,100,22
169,34,12
39,50,22
186,140,22
124,111,14
69,123,12
74,35,25
58,134,22
183,144,24
90,46,24
94,137,10
123,32,8
125,166,9
91,162,19
156,78,18
148,176,21
146,165,18
50,133,22
16,148,15
94,121,23
142,77,11
181,31,20
80,81,15
168,156,21
96,204,19
136,67,6
26,181,11
63,167,5
181,188,17
83,69,13
15,96,15
159,167,25
39,169,21
206,165,6
194,31,19
29,151,7
105,176,23
79,103,16
118,76,23
60,136,25
206,103,7
62,104,25
193,108,13
25,58,13
168,186,9
96,151,6
184,100,20
210,101,14
171,42,25
134,169,21
80,89,22
136,123,20
57,137,5
145,124,13
35,135,15
110,100,20
186,193,8
177,108,10
87,117,14
23,107,18
51,164,21
56,176,10
87,125,19
137,65,12
82,58,18
41,196,12
127,84,10
144,123,20
74,123,15
160,96,7
56,48,10
190,106,12
191,15,7
75,54,12
130,194,19
201,72,10
104,103,22
190,32,17
119,152,7
46,20,18
114,151,18
149,157,19
206,108,13
140,66,6
43,102,17
121,51,21
139,100,6
124,110,20
60,46,5
76,172,10
94,19,16
98,138,12
21,166,12
24,168,18
203,187,14
114,102,12
105,25,18
111,64,24
206,51,17
183,173,24
45,156,21
201,134,13
78,170,21
179,185,8
167,62,23
193,82,22
66,49,22
163,113,8
8,66,7
143,17,14
182,43,24
113,88,18
28,103,18
140,93,16
133,152,18
107,9,5
25,149,25
107,126,24
189,119,15
59,185,19
120,117,13
45,63,19
75,183,22
122,206,8
82,48,15
35,105,12
115,39,16
199,142,10
119,73,25
87,101,11
70,45,5
79,199,11
87,98,18
22,65,20
67,113,18
85,97,20
203,111,14
129,64,7
118,78,5
120,161,23
38,44,21
42,151,14
104,201,19
158,81,19
132,125,5
125,127,16
22,206,9
35,137,10
121,207,17
191,67,24
199,211,11
58,110,23
123,188,20
26,120,6
185,118,25
171,109,9
30,40,17
146,91,7
52,30,23
214,93,9
37,192,24
197,54,8
171,155,18
165,74,25
192,139,22
185,174,5
10,10,6
53,192,15
203,169,5
128,174,24
127,106,5
57,124,18
137,152,23
148,169,21
17,33,17
63,86,20
207,35,5
71,25,9
44,169,11
104,34,10
87,163,14
104,139,25
139,90,9
102,105,18
95,82,19
154,75,7
164,206,17
98,23,11
60,119,20
172,159,15
144,159,8
150,134,9
149,112,7
185,70,24
187,89,21
109,35,14
31,183,17
102,156,9
100,142,6
191,72,22
186,194,11
138,88,7
126,179,16
87,26,20
107,22,10
179,37,18
102,172,19
11,14,7
142,162,6
56,75,24
51,97,21
173,121,11
91,155,12
65,133,17
149,102,23
30,28,17
81,188,19
78,130,5
171,25,23
118,70,7
89,150,23
145,68,15
146,80,8
108,160,15
83,195,22
207,122,15
139,109,9
123,66,24
83,147,17
34,192,15
135,119,9
138,148,22
62,138,25
61,47,12
150,106,6
179,165,12
167,51,17
168,24,15
118,128,11
117,162,16
200,170,17
121,30,24
80,70,8
94,199,19
59,75,9
154,36,5
191,194,7
23,206,17
95,28,14
131,92,13
145,130,10
123,45,14
154,70,17
159,52,11
65,127,12
143,176,8
194,31,9
51,86,12
140,164,15
159,100,15
158,173,21
65,55,24
99,167,22
40,109,25
89,85,22
126,132,7
132,101,10
204,77,14
14,49,6
143,203,5
121,45,12
87,126,22
130,204,18
194,109,19
93,93,8
90,45,19
124,132,24
16,188,5
129,38,15
121,60,22
82,95,6
87,72,20
82,149,11
167,69,16
82,159,6
27,26,14
90,194,5
210,181,7
159,145,13
103,93,16
181,80,8
16,121,12
73,120,9
156,67,16
55,194,22
37,22,22
199,62,24
30,40,10
38,167,21
120,109,12
90,188,19
43,177,17
181,110,9
114,194,13
172,136,15
63,37,9
126,216,5
167,41,19
95,99,11
66,177,25
27,82,18
74,142,12
78,125,22
171,117,9
99,39,24
99,161,14
23,199,17
130,140,5
25,194,15
103,20,12
173,136,25
28,149,6
200,52,21
132,23,22
171,170,19
177,50,25
97,33,21
144,58,20
97,161,16
99,145,10
64,143,25
196,68,11
215,143,6
118,92,17
84,73,7
174,159,16
168,93,14
96,189,21
162,177,17
63,47,21
153,46,6
116,178,25
52,81,20
156,147,14
158,189,20
139,187,11
71,151,12
55,66,16
63,84,21
149,79,11
197,34,24
175,82,21
76,155,24
51,181,5
111,150,22
185,65,17
90,131,23
165,150,22
96,152,21
42,87,20
101,37,16
192,169,19
101,139,12
93,23,23
206,81,18
71,136,6
186,74,23
67,140,14
129,197,20
49,80,9
52,196,21
37,172,14
166,126,14
180,65,18
149,9,9
132,21,15
169,207,5
180,190,23
172,130,11
148,139,18
37,184,22
115,46,9
28,65,5
50,122,5
171,159,11
59,196,16
73,56,16
47,69,11
60,29,6
66,124,20
172,64,25
103,54,11
147,71,17
184,66,14
75,99,19
23,189,22
108,90,17
219,25,5
95,49,10
200,93,20
32,113,20
35,95,7
109,69,12
24,187,16
186,106,16
193,164,5
84,170,20
167,159,11
73,76,14
87,143,16
172,109,17
41,71,22
176,45,13
91,165,11
209,180,11
101,108,9
83,148,7
85,87,15
110,108,17
98,18,10
195,87,7
7,181,7
144,193,11
12,23,12
172,136,23
153,201,14
113,141,6
128,106,12
123,152,22
156,10,10
175,178,22
187,37,21
81,165,12
185,189,19
71,171,8
75,78,18
155,101,24
143,173,9
168,70,14
157,62,22
177,72,17
212,129,7
195,57,7
199,119,16
65,87,8
88,196,8
202,125,15
35,54,25
56,145,14
83,73,18
104,107,25
120,37,25
72,154,20
205,95,11
168,55,19
132,167,8
93,216,8
69,89,15
147,60,23
121,109,18
153,168,15
174,164,10
19,172,9
31,6,5
85,25,23
104,23,14
55,96,12
62,191,16
26,189,8
213,114,11
163,178,17
88,94,12
32,163,10
195,61,22
41,145,19
29,136,7
86,37,23
192,54,6
62,114,22
188,103,7
30,211,9
187,123,14
197,71,20
109,42,18
73,146,10
40,18,18
190,29,25
131,197,23
172,140,10
53,127,11
202,80,17
163,43,13
111,155,6
44,181,24
52,73,19
64,99,6
121,16,11
143,174,22
172,17,15
102,182,19
67,179,13
130,120,9
202,103,7
100,104,9
36,99,24
199,53,7
114,189,9
49,103,24
47,143,19
98,180,6
178,155,23
190,104,12
193,138,5
57,45,5
55,197,22
34,57,17
96,40,11
112,91,21
127,198,15
34,51,25
164,191,23
171,121,25
79,122,7
55,135,24
99,32,16
168,205,17
183,38,17
93,147,11
35,29,5
114,105,25
205,146,15
65,114,18
130,183,18
107,30,11
70,139,7
138,140,23
59,142,9
72,64,17
113,159,19
180,180,16
198,137,23
170,81,23
182,16,11
137,133,22
75,203,16
171,28,11
59,106,9
120,89,6
59,78,13
202,190,12
127,48,10
172,56,8
134,78,18
158,194,10
133,174,7
122,65,25
201,18,15
91,203,19
175,169,19
183,160,12
147,26,19
195,51,23
15,176,12
115,163,6
123,122,9
172,109,19
21,140,20
52,98,22
151,199,17
170,39,18
27,89,20
211,71,11
166,32,17
14,122,10
149,171,17
67,46,24
175,107,11
137,180,22
203,99,16
207,28,7
16,155,12
189,173,16
73,111,15
211,65,13
123,36,21
178,183,13
54,54,19
177,178,22
156,216,8
139,77,11
37,156,14
116,177,8
207,146,13
144,162,17
65,24,22
96,197,21
111,178,20
45,166,17
82,34,16
49,201,11
142,187,9
78,57,16
137,94,10
14,36,6
99,36,10
110,153,15
18,42,14
43,81,19
39,154,6
129,176,14
126,159,11
198,28,16
201,82,18
69,180,18
158,60,6
114,96,19
94,131,20
62,144,22
188,64,8
172,127,21
213,18,8
187,122,17
178,128,23
74,202,10
111,26,24
137,84,15
173,86,11
181,136,18
81,100,22
132,148,16
122,76,10
210,209,6
155,58,10
46,61,5
79,20,11
182,185,15
142,37,19
72,26,14
101,203,10
96,127,19
127,85,12
101,44,25
21,208,13
202,191,14
178,103,16
24,88,16
65,201,5
95,41,16
201,50,22
151,156,15
187,67,22
122,105,8
184,179,18
182,178,21
103,159,22
59,66,8
98,32,17
185,188,21
35,33,24
76,107,16
25,124,16
109,19,13
86,137,20
135,136,21
48,38,24
45,196,15
61,88,17
159,186,24
89,113,8
86,109,13
47,134,19
60,73,10
198,73,15
13,153,11
89,98,9
154,168,19
169,69,20
98,146,21
199,42,11
32,54,12
156,131,22
18,185,7
185,139,19
180,14,6
101,127,7
91,145,6
89,48,8
30,89,13
26,144,24
162,160,18
55,63,18
49,95,20
130,175,15
85,62,18
121,167,6
161,97,16
97,35,16
186,108,25
105,69,17
109,92,15
23,12,6
23,151,18
183,53,24
84,134,9
153,200,6
30,60,19
187,34,14
141,161,18
169,177,17
155,208,7
124,61,24
82,23,17
163,107,24
41,68,25
153,102,12
75,16,6
56,132,19
135,201,12
15,31,13
77,47,8
121,60,8
119,145,10
111,177,15
154,65,19
132,76,19
48,188,18
74,121,18
213,41,10
61,64,5
23,187,6
43,116,16
32,183,20
133,77,23
159,48,18
89,102,19
45,150,25
99,179,7
179,151,25
85,27,20
158,158,5
24,144,22
87,170,14
174,186,5
108,52,14
131,174,24
114,141,18
58,187,15
172,62,11
132,196,12
100,79,12
69,54,22
99,70,20
103,52,16
169,185,23
82,91,22
144,85,10
41,87,6
116,128,7
145,62,25
100,145,13
60,207,7
129,110,12
193,202,19
100,125,21
41,215,8
65,135,18
154,78,13
113,22,19
147,187,13
127,75,25
216,202,6
89,194,14
36,62,6
203,59,20
179,189,10
127,163,11
107,169,21
82,59,17
78,24,20
112,190,16
164,95,13
123,123,10
213,25,9
51,124,19
139,63,19
165,109,19
98,49,17
22,111,7
161,186,20
97,188,25
129,144,25
53,123,23
7,98,5
89,143,11
68,52,18
53,148,13
156,72,21
168,191,14
151,129,12
63,41,13
36,111,11
121,75,8
21,174,5
106,124,14
38,83,13
84,157,23
150,24,7
143,120,18
81,157,19
183,42,8
16,26,13
56,106,23
85,176,17
205,183,7
89,123,21
44,208,12
57,161,18
51,199,10
94,140,22
42,178,11
36,125,18
171,200,11
25,194,14
92,40,11
157,125,14
88,117,15
29,21,20
81,127,7
38,25,14
36,177,17
37,47,16
141,62,20
98,83,11
126,82,12
125,112,20
34,213,6
99,173,9
86,201,10
99,34,8
162,197,19
52,101,13
89,172,7
71,111,19
26,206,18
25,42,12
192,137,20
21,57,15
201,19,5
18,183,13
190,94,23
203,155,15
154,148,12
190,30,25
216,128,8
125,111,25
135,173,7
75,171,13
101,56,15
60,63,23
137,71,20
78,100,16
129,151,7
92,106,6
92,153,24
101,187,17
128,142,10
13,96,7
44,200,6
32,26,11
141,101,21
60,150,16
64,189,14
60,24,9
209,171,15
137,81,8
169,114,23
95,140,6
104,163,17
116,157,10
68,212,7
92,127,24
182,47,17
57,168,18
196,150,17
199,99,12
114,71,19
34,132,20
113,161,19
199,204,9
42,88,13
188,60,23
79,143,9
89,73,7
156,23,13
116,62,13
48,177,18
121,83,10
117,139,11
105,103,10
80,80,10
78,201,15
73,158,16
108,148,16
54,62,9
96,181,15
202,189,20
83,141,7
54,43,7
61,35,18
102,136,8
160,30,8
87,198,5
57,122,10
172,96,16
139,67,25
105,137,10
161,170,6
148,59,9
93,140,10
47,34,24
145,66,13
65,137,14
125,151,19
92,138,17
192,95,19
93,135,25
207,88,15
171,179,22
148,129,24
35,106,15
75,66,11
54,101,25
74,198,24
35,178,24
182,127,24
88,153,6
102,64,13
120,17,16
140,101,21
46,27,8
105,179,6
107,126,5
10,29,5
149,87,25
204,76,15
30,127,24
114,129,14
125,173,18
74,164,18
169,200,19
147,103,15
58,198,10
105,29,8
68,89,5
95,115,19
184,101,21
111,24,7
149,104,20
20,21,18
90,74,9
70,148,9
49,116,11
128,23,9
194,164,16
128,43,21
192,44,16
53,87,16
63,95,14
112,185,12
123,14,11
106,211,5
93,165,8
68,176,19
36,136,19
147,111,25
143,53,18
155,103,9
130,146,11
70,86,13
114,153,22
177,148,8
122,95,15
179,100,8
147,169,20
34,165,11
110,81,22
116,194,17
199,118,5
62,36,21
98,139,5
69,23,11
38,33,21
49,78,23
133,199,10
119,84,20
167,45,15
41,158,10
71,167,23
208,36,8
52,97,22
163,179,15
173,201,14
113,164,11
108,108,18
182,185,18
12,39,11
112,166,9
161,54,8
75,50,7
65,206,16
107,63,8
93,35,18
123,80,24
165,188,11
185,174,10
57,188,21
104,206,18
93,39,19
206,122,12
46,109,8
64,119,25
176,167,11
87,134,24
11,94,5
140,47,10
183,171,19
170,139,24
71,124,23
41,209,14
49,21,7
100,128,21
60,42,19
158,114,14
134,63,8
61,24,24
159,170,19
152,174,8
39,23,19
119,201,6
69,49,9
171,174,14
95,116,15
167,95,7
167,35,24
53,166,18
149,7,5
186,108,20
100,200,24
38,206,16
187,182,8
158,170,24
94,171,20
155,209,14
150,144,25
42,190,10
181,14,7
199,183,19
126,154,22
96,119,24
44,112,22
92,58,19
181,162,10
161,88,19
53,61,6
137,104,12
139,123,11
192,54,5
177,169,13
114,27,20
185,111,23
110,91,22
88,171,9
130,52,19
104,193,18
193,157,14
197,8,6
204,150,18
88,143,9
42,140,14
63,180,25
60,163,13
141,179,25
182,117,22
56,169,23
166,76,11
70,27,16
122,75,14
168,12,7
141,23,22
156,208,14
66,87,11
124,53,23
135,180,8
55,73,18
112,154,14
168,34,6
150,200,10
44,52,9
77,129,5
58,40,24
55,100,22
62,37,18
99,138,6
99,24,23
145,186,21
50,52,5
195,183,21
186,50,24
147,36,9
87,72,20
128,22,16
168,137,20
147,132,5
66,168,23
63,110,7
153,71,8
48,78,13
97,56,6
211,153,6
86,203,19
59,162,23
168,58,17
82,125,24
71,121,24
82,93,19
68,60,15
112,173,24
130,62,22
113,49,20
126,139,16
201,103,11
153,31,24
151,53,10
72,30,8
115,28,23
150,113,20
78,155,11
127,51,20
182,198,7
106,122,12
79,75,21
7,215,7
44,135,19
106,61,20
127,149,9
67,35,25
146,24,16
47,132,16
175,50,13
166,38,8
133,169,25
120,50,13
189,38,21
187,85,18
166,27,18
187,186,23
24,167,20
30,65,17
156,133,7
101,154,12
124,93,7
85,91,22
142,171,25
119,182,24
62,91,25
157,120,24
68,91,16
172,215,7
43,107,25
122,185,25
79,114,14
196,42,11
128,41,10
150,67,17
93,105,22
157,146,16
107,114,24
75,176,23
37,71,18
171,38,19
98,81,5
177,91,9
52,69,19
65,163,8
30,51,18
35,127,19
77,103,14
82,188,19
122,127,5
90,67,24
184,169,23
154,105,12
183,195,17
20,123,18
69,75,15
61,174,23
141,114,11
45,160,24
134,55,8
201,132,9
100,68,18
201,30,13
156,193,5
130,177,13
200,198,8
186,163,12
112,23,5
14,164,9
34,45,15
204,37,16
79,118,24
119,152,8
126,77,20
18,39,13
82,76,9
131,53,15
147,26,10
112,44,12
200,140,16
84,207,14
95,170,9
39,203,11
126,110,22
192,27,11
177,73,18
71,134,13
76,70,6
68,132,13
141,103,17
58,55,22
201,150,10
40,129,25
125,37,24
152,142,24
90,27,17
52,141,25
58,153,16
159,19,14
40,114,25
185,14,5
126,105,14
19,208,7
183,102,14
125,153,16
168,163,9
150,135,15
204,155,10
32,43,15
181,158,20
182,27,6
25,40,5
190,104,21
53,73,5
203,132,5
96,89,5
110,110,8
29,162,5
18,53,15
190,209,12
105,113,5
24,116,24
57,213,6
63,193,6
129,187,12
15,178,14
24,42,18
75,78,15
68,37,11
53,182,22
39,100,22
142,155,9
153,39,19
142,127,12
207,144,9
36,39,9
23,187,6
38,130,24
212,33,8
128,30,16
199,170,23
32,187,12
158,173,21
155,102,18
107,169,20
199,48,19
193,165,22
49,89,19
77,208,9
214,42,10
215,60,6
101,130,11
174,181,11
61,112,15
39,142,20
80,95,13
109,186,21
145,54,7
196,103,18
119,137,17
93,142,14
200,142,20
130,31,23
131,122,18
44,103,23
32,19,12
114,45,12
64,143,14
67,102,17
155,132,5
53,145,25
32,163,19
100,158,5
44,187,16
13,103,13
195,104,21
34,108,16
68,111,14
117,167,18
53,28,10
18,176,13
80,148,9
121,185,24
137,170,14
125,182,6
186,133,14
140,162,24
171,160,9
173,81,24
31,57,5
176,163,18
183,66,23
72,133,16
179,19,7
156,99,8
144,114,22
94,158,9
187,15,5
134,195,10
138,21,19
203,101,18
19,119,6
63,197,12
201,101,21
101,58,7
139,66,16
201,32,11
66,197,11
7,147,6
202,46,22
71,24,8
174,135,14
95,155,25
100,64,14
36,160,10
70,44,7
202,142,20
26,139,7
110,198,9
185,42,20
205,36,6
206,176,8
10,111,5
46,59,7
188,44,13
89,98,19
192,142,12
132,76,24
71,173,18
38,56,25
117,27,23
196,165,25
111,131,11
22,193,9
179,161,9
109,18,15
137,92,8
81,114,18
156,174,25
96,72,18
36,159,10
48,94,17
41,30,22
181,52,21
99,40,14
216,210,6
101,80,23
75,163,10
167,188,23
28,121,19
89,104,11
36,78,12
198,120,8
137,48,11
211,198,5
11,34,7
59,174,11
87,25,15
209,85,10
19,157,17
23,23,22
174,191,21
155,84,23
187,139,16
207,135,8
65,55,5
26,168,12
198,169,11
96,131,23
29,168,23
98,149,14
126,104,18
133,36,5
140,187,18
126,99,16
192,113,7
124,144,6
114,110,24
108,162,20
20,196,11
51,122,17
36,204,5
14,148,14
53,24,14
127,133,7
82,107,9
57,134,22
115,198,21
183,142,16
121,160,11
111,190,11
162,188,23
8,151,8
56,124,7
140,165,6
27,208,7
26,89,18
144,114,23
120,70,19
183,161,18
149,107,23
124,158,18
118,32,20
211,207,8
116,59,16
183,100,17
41,185,25
107,27,14
68,33,20
44,182,8
153,211,13
189,197,7
87,21,16
129,41,25
143,50,10
175,72,25
47,101,18
33,100,14
27,49,11
154,136,10
197,175,15
111,177,22
10,53,6
75,135,16
163,133,9
34,48,19
94,27,17
172,71,22
48,151,16
192,160,13
38,205,6
36,124,22
163,32,20
117,192,6
34,51,20
17,140,11
22,22,19
114,50,10
56,61,17
139,88,6
76,45,8
174,63,20
125,197,25
32,26,21
192,92,16
63,159,19
131,39,24
161,201,13
165,52,18
56,164,12
155,93,22
213,79,6
126,103,17
152,57,10
177,106,20
153,200,12
6,89,5
94,185,12
150,50,16
197,166,24
23,34,20
97,121,5
148,184,11
114,69,19
41,121,19
47,142,11
162,136,19
89,127,12
79,114,10
68,90,23
69,90,19
186,165,12
61,76,25
137,127,21
148,198,5
162,138,24
173,12,10
121,147,9
171,190,14
35,195,21
24,165,8
148,66,15
30,85,5
31,190,20
53,72,9
131,192,10
87,54,17
73,85,13
36,142,25
108,144,14
10,185,8
212,132,5
91,76,19
186,72,8
179,123,13
141,107,17
76,148,15
62,200,13
36,74,16
58,67,23
151,43,20
141,165,19
182,25,17
25,168,10
196,25,10
170,184,21
113,125,20
77,193,11
75,209,8
158,144,12
148,105,9
36,168,9
195,165,23
197,84,21
111,46,16
55,120,19
184,149,23
7,214,6
121,144,11
49,60,9
58,195,5
29,142,22
119,128,5
85,154,14
86,19,6
142,55,17
198,197,18
158,150,24
96,66,7
64,32,5
106,136,14
121,43,15
31,95,25
181,171,8
69,84,8
49,160,15
40,120,19
90,124,24
76,148,9
149,131,25
201,164,5
28,203,12
103,113,24
139,98,17
191,134,22
198,113,5
114,193,9
36,59,9
88,150,22
160,206,15
161,202,21
121,95,20
198,109,16
30,109,19
21,166,6
96,185,23
87,161,22
75,106,11
78,25,10
99,54,13
43,83,24
119,164,11
37,43,6
88,192,7
141,174,12
195,59,12
73,138,18
101,17,11
46,55,21
128,118,17
186,191,18
55,43,5
93,29,19
204,63,20
76,138,14
89,95,20
171,71,18
49,138,25
65,53,6
108,58,20
35,89,20
152,168,24
27,56,23
93,34,13
175,138,18
101,36,20
165,25,22
132,29,8
109,55,8
69,167,20
178,200,23
167,55,13
141,142,14
75,45,22
201,184,20
158,183,18
142,105,17
58,187,18
26,76,19
79,37,24
165,128,20
90,117,14
214,193,6
71,69,20
61,196,11
42,97,13
80,178,7
130,89,14
99,24,23
131,88,15
154,111,14
125,194,17
43,181,21
113,195,6
35,142,23
113,200,22
105,131,12
181,126,18
140,199,24
186,154,20
192,53,22
181,124,23
195,83,15
149,169,24
63,88,8
131,60,15
60,164,20
180,169,18
103,17,6
182,100,10
94,176,25
113,188,6
36,99,16
167,77,5
116,89,9
48,94,16
88,119,11
51,175,6
56,186,10
197,132,10
176,173,7
138,45,24
36,42,23
77,190,6
17,187,8
29,183,6
65,34,17
180,56,18
106,32,6
43,125,10
124,145,5
132,105,16
185,202,6
134,27,22
122,97,15
49,37,23
38,149,14
143,95,24
99,85,7
72,156,13
156,190,18
186,198,19
101,209,10
42,86,14
75,49,16
173,60,24
201,31,21
43,173,25
104,110,25
61,27,25
119,193,5
40,198,17
7,117,5
156,74,20
139,156,10
207,188,12
13,86,13
188,173,10
202,80,5
194,14,9
138,183,13
144,51,15
109,153,16
136,142,6
199,92,6
22,79,11
52,141,24
193,186,16
205,209,10
153,86,11
167,90,13
164,37,5
31,70,6
206,183,5
198,193,15
110,126,25
191,157,12
15,132,12
121,127,15
200,192,19
157,102,17
197,109,23
86,25,8
54,197,16
195,61,25
123,31,14
198,143,9
140,180,11
6,36,5
170,53,21
22,126,11
30,147,6
200,165,14
160,71,15
186,122,22
75,44,23
150,86,25
52,29,12
183,197,6
162,37,11
73,128,20
91,45,22
61,84,19
128,96,14
33,96,7
45,197,23
142,34,13
164,124,21
40,30,18
189,52,21
140,90,21
80,187,24
194,194,20
106,90,15
147,154,13
84,28,19
147,36,23
107,135,23
210,214,7
86,125,10
155,40,20
85,154,17
47,133,17
43,155,11
144,147,18
168,97,20
94,147,11
174,143,5
124,201,23
82,44,6
52,160,16
215,123,9
162,186,15
177,67,10
118,142,25
